"site_id","url","content_type","published_at","title","source_url","source_date","word_count","duplicate_cluster","similarity_score","index_status","decision","reason","redirect_target","rollback_method","reviewer"
"cowinmotors","https://www.cowinmotors.com/news/federated-auto-parts-launches-suite-stakes-promotion-695dfb36","news","2026-08-05T01:01:21.809Z","Federated Auto Parts Launches Suite-Stakes Promotion - aftermarket parts sourcing note","https://www.counterman.com/federated-auto-parts-launches-suite-stakes-promotion/","2026-08-04T18:33:44.000Z","250","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/illinois-dealerships-and-ase-connects-partner-to-strengthen-technician-pip-b1fd0c03","news","2026-08-05T01:01:21.725Z","Illinois dealerships and ASE Connects partner to strengthen technician pipeline - aftermarket parts sourcing note","https://www.aftermarketmatters.com/regions/midwest/illinois-dealerships-and-ase-connects-partner-to-strengthen-technician-pipeline/","2026-08-04T19:37:58.000Z","268","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/shop-stack-breakdown-cliff-s-body-repair-in-scotia-n-y-56129037","news","2026-08-05T01:01:21.436Z","Shop Stack Breakdown: Cliff’s Body Repair in Scotia, N.Y. - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/shop-stack-breakdown-cliffs-body-repair-in-scotia-n-y","2026-08-04T20:59:05.000Z","230","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/gm-adas-parts-prohibition-lucid-glass-repair-limits-and-ford-escape-steel--3975ff37","news","2026-08-05T01:01:21.278Z","GM ADAS Parts Prohibition, Lucid Glass Repair Limits, and Ford Escape Steel Types - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/gm-adas-parts-prohibition-lucid-glass-repair-limits-and-ford-escape-steel-types","2026-08-04T22:06:49.000Z","245","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/perfect-stop-powersports-wraps-up-2026-summer-sweepstakes-7dc66692","news","2026-08-04T01:01:21.703Z","Perfect Stop Powersports Wraps Up 2026 Summer Sweepstakes - aftermarket parts sourcing note","https://www.counterman.com/perfect-stop-sweepstakes-winners/","2026-08-03T16:38:16.000Z","256","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/collision-repair-education-foundation-announces-2026-scholarship-winners-851ace77","news","2026-08-04T01:01:21.618Z","Collision Repair Education Foundation announces 2026 scholarship winners - aftermarket parts sourcing note","https://www.aftermarketmatters.com/collision-repair/collision-education-training/collision-repair-education-foundation-announces-2026-scholarship-winners/","2026-08-03T17:06:19.000Z","285","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/the-advocate-documentation-before-the-dispute-a4b5abd7","news","2026-08-04T01:01:20.260Z","The Advocate: Documentation Before the Dispute - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/the-advocate-documentation-before-the-dispute","2026-08-03T21:01:12.000Z","229","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/mitchell-1-adds-new-file-attachment-feature-to-manager-se-031898b2","news","2026-08-04T01:01:20.130Z","Mitchell 1 adds new file attachment feature to Manager SE - aftermarket parts sourcing note","https://www.aftermarketmatters.com/mechanical-repair/mechanical-product-news/mitchell-1-adds-new-file-attachment-feature-to-manager-se/","2026-08-03T22:07:22.000Z","277","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/bosch-releases-ads-x-software-updates-8fd501be","news","2026-08-03T01:00:30.001Z","Bosch Releases ADS X Software Updates - aftermarket parts sourcing note","https://www.aftermarketnews.com/bosch-releases-ads-x-software-updates/","2026-07-31T11:15:00.000Z","239","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/big-brand-tire-038-service-acquires-waukegan-tire-283c77aa","news","2026-08-03T01:00:29.923Z","Big Brand Tire &#038; Service Acquires Waukegan Tire - aftermarket parts sourcing note","https://www.aftermarketnews.com/waukegan-tire-acquisition-big-brand-tire/","2026-07-31T11:25:00.000Z","261","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/goodyear-earns-cdp-supplier-engagement-8216-a-8217-score-97b728f5","news","2026-08-03T01:00:29.815Z","Goodyear Earns CDP Supplier Engagement &#8216;A&#8217; Score - aftermarket parts sourcing note","https://www.aftermarketnews.com/goodyear-earns-cdp-supplier-engagement-a-score/","2026-07-31T11:59:03.000Z","252","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/russom-s-carstar-collision-hosts-nabc-f-r-e-e-event-f252778b","news","2026-08-02T01:01:30.766Z","Russom’s CARSTAR Collision Hosts NABC F.R.E.E. Event - aftermarket parts sourcing note","https://www.bodyshopbusiness.com/russoms-carstar-collision-travelers-and-local-first-responders-help-make-mid-south-drivers-safer-on-the-road-through-national-auto-body-council-first-responder-emergency-extrication-f/","2026-07-31T12:00:00.000Z","272","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/timken-announces-new-executive-leadership-roles-f78b13ca","news","2026-08-02T01:01:30.701Z","Timken Announces New Executive Leadership Roles - aftermarket parts sourcing note","https://www.aftermarketnews.com/timken-announces-key-leadership-appointments/","2026-07-31T12:00:41.000Z","256","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/borgwarner-appoints-rajesh-kalathur-to-board-of-directors-15ed1eef","news","2026-08-02T01:01:30.639Z","BorgWarner Appoints Rajesh Kalathur to Board of Directors - aftermarket parts sourcing note","https://www.aftermarketnews.com/borgwarner-appoints-rajesh-kalathur-to-its-board-of-directors/","2026-07-31T12:06:44.000Z","226","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/aumovio-announces-future-mobility-partnership-8e7d6c4f","news","2026-08-02T01:01:30.533Z","AUMOVIO Announces Future Mobility Partnership - aftermarket parts sourcing note","https://www.aftermarketnews.com/aumovio-expands-brake-technology-partnership/","2026-07-31T13:12:16.000Z","255","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/nabc-donates-recycled-ride-to-indianapolis-woman-at-speedway-07d08d4f","news","2026-08-01T01:01:24.974Z","NABC Donates Recycled Ride to Indianapolis Woman at Speedway - aftermarket parts sourcing note","https://www.bodyshopbusiness.com/indianapolis-young-woman-in-need-receives-refurbished-vehicle-at-indianapolis-motor-speedway-as-part-of-the-nabc-recycled-rides-program/","2026-07-31T14:00:00.000Z","277","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/mahle-begins-battery-cooling-plate-production-in-spain-a3d7e1ab","news","2026-08-01T01:01:24.909Z","MAHLE Begins Battery Cooling Plate Production in Spain - aftermarket parts sourcing note","https://www.aftermarketnews.com/mahle-battery-cooling-plate-production-spain/","2026-07-31T14:18:35.000Z","262","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/lkq-north-america-returns-to-growth-as-alternative-parts-usage-hits-record-5ac8f117","news","2026-08-01T01:01:24.658Z","LKQ North America Returns to Growth as Alternative Parts Usage Hits Record High - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/lkq-north-america-returns-to-growth-as-alternative-parts-usage-hits-record-high","2026-07-31T19:47:24.000Z","238","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/industry-roundup-fort-worth-isd-earns-full-ase-accreditation-procolor-coll-0857acf4","news","2026-08-01T01:01:24.530Z","Industry Roundup: Fort Worth ISD Earns Full ASE Accreditation, ProColor Collision Expands in California, and More - afte","https://www.autobodynews.com/regional/midwest-regional-news/industry-roundup-fort-worth-isd-earns-full-ase-accreditation-procolor-collision-expands-in-california-and-more","2026-07-31T20:03:36.000Z","237","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/challenger-lifts-introduces-adapter-cart-for-accessory-storage-820f2720","news","2026-07-31T01:00:33.633Z","Challenger Lifts Introduces Adapter Cart for Accessory Storage - aftermarket parts sourcing note","https://www.bodyshopbusiness.com/challenger-lifts-adapter-cart-provides-a-mobile-storage-solution-for-essential-lift-accessories/","2026-07-30T12:57:46.000Z","257","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/shippers-conditions-index-improves-slightly-in-may-015e34bb","news","2026-07-31T01:00:33.557Z","Shippers Conditions Index Improves Slightly in May - aftermarket parts sourcing note","https://www.aftermarketnews.com/ftr-shippers-conditions-index-may-2026/","2026-07-30T13:56:42.000Z","257","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/uaf-recognizes-volunteer-scholarship-reviewers-ade2a9ea","news","2026-07-31T01:00:33.387Z","UAF Recognizes Volunteer Scholarship Reviewers - aftermarket parts sourcing note","https://www.bodyshopbusiness.com/uaf-recognizes-volunteer-scholarship-reviewers/","2026-07-30T14:00:00.000Z","262","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/bosch-diagnostics-expands-mercedes-benz-secure-access-and-2026-vehicle-cov-cc5821a0","news","2026-07-31T01:00:33.280Z","Bosch Diagnostics expands Mercedes-Benz secure access and 2026 vehicle coverage - aftermarket parts sourcing note","https://www.aftermarketmatters.com/collision-repair/collision-product-news/bosch-diagnostics-expands-mercedes-benz-secure-access-and-2026-vehicle-coverage/","2026-07-30T18:30:36.000Z","269","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/new-adapter-cart-provides-mobile-storage-for-essential-lift-accessories-30f8a210","news","2026-07-30T01:00:36.878Z","New Adapter Cart provides mobile storage for essential lift accessories - aftermarket parts sourcing note","https://www.aftermarketmatters.com/mechanical-repair/mechanical-product-news/new-adapter-cart-provides-mobile-storage-for-essential-lift-accessories/","2026-07-29T16:06:35.000Z","261","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/new-diesel-emissions-requirements-and-the-parts-pipeline-dd352951","news","2026-07-30T01:00:36.777Z","New Diesel Emissions Requirements and the Parts Pipeline - aftermarket parts sourcing note","https://www.counterman.com/new-diesel-emissions-requirements-and-the-parts-pipeline/","2026-07-29T17:09:33.000Z","256","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/tirevio-tpms-sensors-support-aftermarket-service-e81080e9","news","2026-07-30T01:00:36.694Z","Tirevio TPMS Sensors Support Aftermarket Service - aftermarket parts sourcing note","https://www.counterman.com/tirevio-tpms-sensors-aftermarket-service/","2026-07-29T17:14:50.000Z","257","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/myth-vs-reality-ev-fires-versus-internal-combustion-engine-fires-be0b0182","news","2026-07-30T01:00:36.567Z","Myth vs. Reality: EV fires versus internal combustion engine fires - aftermarket parts sourcing note","https://www.aftermarketmatters.com/mechanical-repair/myth-vs-reality-ev-fires-versus-internal-combustion-engine-fires/","2026-07-29T18:01:36.000Z","230","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/the-road-ahead-redefining-competitive-advantage-1ba874e4","news","2026-07-29T01:01:33.820Z","The Road Ahead: Redefining Competitive Advantage - aftermarket parts sourcing note","https://www.aftermarketnews.com/the-road-ahead-redefining-competitive-advantage/","2026-07-28T15:00:28.000Z","244","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/axalta-reports-record-adjusted-earnings-in-second-quarter-as-refinish-sale-9455e4c3","news","2026-07-29T01:01:33.574Z","Axalta Reports Record Adjusted Earnings in Second Quarter as Refinish Sales Rise 6% - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/axalta-reports-record-adjusted-earnings-in-second-quarter-as-refinish-sales-rise-6","2026-07-28T20:16:11.000Z","239","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/shop-stack-breakdown-johnson-auto-body-in-knightdale-n-c-13aed492","news","2026-07-29T01:01:33.448Z","Shop Stack Breakdown: Johnson Auto Body in Knightdale, N.C. - aftermarket parts sourcing note","https://www.autobodynews.com/regional/midwest-regional-news/shop-stack-breakdown-johnson-auto-body-in-knightdale-n-c","2026-07-28T20:59:04.000Z","232","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/piston-foundation-doubles-scholarships-for-future-collector-car-techs-540ae077","news","2026-07-29T01:01:33.332Z","Piston Foundation doubles scholarships for future collector car techs - aftermarket parts sourcing note","https://www.aftermarketmatters.com/collision-repair/collision-education-training/piston-foundation-doubles-scholarships-for-future-collector-car-techs/","2026-07-28T23:33:15.000Z","268","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/nabc-donates-recycled-ride-to-u-s-army-national-guardsman-7ced8a9e","news","2026-07-28T01:00:47.347Z","NABC Donates Recycled Ride to U.S. Army National Guardsman - aftermarket parts sourcing note","https://www.aftermarketnews.com/nabc-donates-recycled-ride-to-u-s-army-national-guardsman/","2026-07-27T13:07:24.000Z","264","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/new-martin-wheel-plant-boosts-wheel-output-50-2d14613f","news","2026-07-28T01:00:47.263Z","New Martin Wheel Plant Boosts Wheel Output 50% - aftermarket parts sourcing note","https://www.aftermarketnews.com/new-martin-wheel-plant-boosts-wheel-output-50/","2026-07-27T14:37:11.000Z","251","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/missing-pieces-thinking-critically-6567911c","news","2026-07-28T01:00:47.193Z","Missing Pieces: Thinking Critically - aftermarket parts sourcing note","https://www.counterman.com/missing-pieces-thinking-critically/","2026-07-27T18:35:48.000Z","252","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/adapting-to-adas-6dcc1a8d","news","2026-07-28T01:00:46.988Z","Adapting to ADAS - aftermarket parts sourcing note","https://www.counterman.com/adapting-to-adas/","2026-07-27T18:40:48.000Z","270","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/bmw-and-mini-require-oem-headlamp-windshield-replacements-for-proper-adas--1aadce00","news","2026-07-27T01:00:48.702Z","BMW and MINI require OEM headlamp, windshield replacements for proper ADAS function - aftermarket parts sourcing note","https://www.repairerdrivennews.com/2026/07/24/bmw-and-mini-require-oem-headlamp-windshield-replacements-for-proper-adas-function/","2026-07-24T10:15:13.000Z","255","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/cif-other-industry-organizations-raising-money-for-severely-injured-techni-fea03cd1","news","2026-07-27T01:00:48.632Z","CIF, other industry organizations raising money for severely injured technician and family - aftermarket parts sourcing ","https://www.repairerdrivennews.com/2026/07/24/cif-other-industry-organizations-raising-money-for-severely-injured-technician-and-family/","2026-07-24T10:30:44.000Z","247","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/scrs-announces-student-loan-navigator-benefit-for-members-b7af8b17","news","2026-07-27T01:00:48.567Z","SCRS announces student loan navigator benefit for members - aftermarket parts sourcing note","https://www.repairerdrivennews.com/2026/07/24/scrs-announces-student-loan-navigator-benefit-for-members/","2026-07-24T10:45:00.000Z","244","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/anchor-releases-ford-classic-vehicle-coverage-2f490cca","news","2026-07-27T01:00:48.451Z","Anchor Releases Ford Classic Vehicle Coverage - aftermarket parts sourcing note","https://www.aftermarketnews.com/anchor-releases-ford-classic-vehicle-coverage/","2026-07-24T11:00:00.000Z","253","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/distribution-update-napa-687b24da","news","2026-07-26T01:00:47.379Z","Distribution Update: NAPA - aftermarket parts sourcing note","https://www.aftermarketnews.com/distribution-update-napa/","2026-07-24T12:00:00.000Z","221","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
"cowinmotors","https://www.cowinmotors.com/news/mema-top-suppliers-2027-directory-open-for-submissions-8afffb45","news","2026-07-26T01:00:47.314Z","MEMA Top Suppliers 2027 Directory Open for Submissions - aftermarket parts sourcing note","https://www.aftermarketnews.com/2027-mema-top-suppliers-listing-open-for-submissions/","2026-07-24T12:00:00.000Z","273","","","noindex,follow","noindex-follow","Legacy external News retained for audit and editorial review; excluded from public lists and sitemap while noindex.","","Restore indexable flag and public visibility after editorial review.","system-audit"
